name,is_hot,genre,style,popularity,engagement,valence,arousal,danceable,not_danceable,mood_group,aggressive,not_aggressive,happy,not_happy,sad,not_sad,relaxing,not_relaxing,bright,dark,acoustic,not_acoustic,electronic,not_electronic,instrumental,vocal,male,female,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,spectral_bandwidth,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,spectral_rolloff,tempo,zero_crossing_rate,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
love_monkey,0,pop,electronic,0.71147776,0.5753045,5.336958,4.2990055,0.9443986,0.055601444,"passionate, rousing, confident, boisterous, rowdy",0.011168943,0.988831,0.38720837,0.6127916,0.62789714,0.3721029,0.22374214,0.77625793,0.48346552,0.5165345,0.00060976425,0.9993903,0.8428505,0.1571494,0.13760646,0.8623936,0.3179199,0.68208015,-124.22858,85.714745,-12.639182,29.481907,3.0277395,7.2673492,-7.6776853,3.6460903,-10.821772,-7.6812196,-11.416358,-6.8001313,-9.629667,0.30711463,0.24181738,0.29051375,0.30152637,0.46493363,0.2850125,0.38272092,0.54277414,0.4233707,0.53319556,0.3838957,0.40935686,2228.714905961327,2289.449434970463,22.650439807488226,18.724552578909577,23.113487579813455,21.08770877501988,21.072981639554595,20.436718901799757,50.40042623568537,4709.073230617438,86.1328125,0.0986475827924124,0.18053725030631448,-0.011215558742900346,0.017124541903810034,0.008188112040233415,0.04321960027770099,0.0055665362489621005
